lap_time_sec,session_code,compound_key,tyre_life,lap_number_norm,stint,track_status_code,is_fresh_tyre,position,ambient_temp_c,wind_kph,fuel_load_kg,traffic_penalty_sec,track_length_km,track_corners,track_drs_zones,track_lap_count,fuel_sensitivity,fuel_burn_per_lap,tyre_stress,overtaking_risk,dirty_air_penalty,track_evolution,braking_harvest,traction_demand,high_speed_bias,straightline_demand,nominal_temp_c,team_one_lap_delta,team_race_pace_delta,team_tyre_management,team_energy_efficiency,team_drag_efficiency,team_traction,team_high_speed,team_dirty_air_resilience,team_reliability,team_development_trend
97.23,R,hard,16.0,0.5178571428571429,2.0,1.0,1.0,5.0,21.0,8.0,45.9,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,-0.18,-0.12,0.78,0.84,0.88,0.77,0.82,0.79,0.84,0.05
97.447,R,hard,17.0,0.5357142857142857,2.0,1.0,1.0,5.0,21.0,8.0,44.199999999999996,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,-0.18,-0.12,0.78,0.84,0.88,0.77,0.82,0.79,0.84,0.05
97.482,R,hard,18.0,0.5535714285714286,2.0,1.0,1.0,5.0,21.0,8.0,42.5,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,-0.18,-0.12,0.78,0.84,0.88,0.77,0.82,0.79,0.84,0.05
97.038,R,hard,19.0,0.5714285714285714,2.0,1.0,1.0,5.0,21.0,8.0,40.8,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,-0.18,-0.12,0.78,0.84,0.88,0.77,0.82,0.79,0.84,0.05
97.572,R,hard,20.0,0.5892857142857143,2.0,1.0,1.0,5.0,21.0,8.0,39.1,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,-0.18,-0.12,0.78,0.84,0.88,0.77,0.82,0.79,0.84,0.05
97.29,R,hard,21.0,0.6071428571428571,2.0,1.0,1.0,5.0,21.0,8.0,37.4,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,-0.18,-0.12,0.78,0.84,0.88,0.77,0.82,0.79,0.84,0.05
96.957,R,hard,22.0,0.625,2.0,1.0,1.0,5.0,21.0,8.0,35.699999999999996,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,-0.18,-0.12,0.78,0.84,0.88,0.77,0.82,0.79,0.84,0.05
97.346,R,hard,23.0,0.6428571428571429,2.0,1.0,1.0,5.0,21.0,8.0,34.0,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,-0.18,-0.12,0.78,0.84,0.88,0.77,0.82,0.79,0.84,0.05
95.839,R,hard,2.0,0.6964285714285714,3.0,1.0,1.0,6.0,21.0,8.0,28.9,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,-0.18,-0.12,0.78,0.84,0.88,0.77,0.82,0.79,0.84,0.05
95.487,R,hard,3.0,0.7142857142857143,3.0,1.0,1.0,6.0,21.0,8.0,27.2,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,-0.18,-0.12,0.78,0.84,0.88,0.77,0.82,0.79,0.84,0.05
95.069,R,hard,4.0,0.7321428571428571,3.0,1.0,1.0,6.0,21.0,8.0,25.5,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,-0.18,-0.12,0.78,0.84,0.88,0.77,0.82,0.79,0.84,0.05
95.569,R,hard,5.0,0.75,3.0,1.0,1.0,6.0,21.0,8.0,23.8,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,-0.18,-0.12,0.78,0.84,0.88,0.77,0.82,0.79,0.84,0.05
95.526,R,hard,6.0,0.7678571428571429,3.0,1.0,1.0,6.0,21.0,8.0,22.099999999999998,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,-0.18,-0.12,0.78,0.84,0.88,0.77,0.82,0.79,0.84,0.05
95.862,R,hard,7.0,0.7857142857142857,3.0,1.0,1.0,6.0,21.0,8.0,20.4,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,-0.18,-0.12,0.78,0.84,0.88,0.77,0.82,0.79,0.84,0.05
95.349,R,hard,8.0,0.8035714285714286,3.0,1.0,1.0,6.0,21.0,8.0,18.7,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,-0.18,-0.12,0.78,0.84,0.88,0.77,0.82,0.79,0.84,0.05
95.533,R,hard,9.0,0.8214285714285714,3.0,1.0,1.0,6.0,21.0,8.0,17.0,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,-0.18,-0.12,0.78,0.84,0.88,0.77,0.82,0.79,0.84,0.05
95.77,R,hard,10.0,0.8392857142857143,3.0,1.0,1.0,6.0,21.0,8.0,15.299999999999999,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,-0.18,-0.12,0.78,0.84,0.88,0.77,0.82,0.79,0.84,0.05
95.26,R,hard,11.0,0.8571428571428571,3.0,1.0,1.0,6.0,21.0,8.0,13.6,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,-0.18,-0.12,0.78,0.84,0.88,0.77,0.82,0.79,0.84,0.05
95.077,R,hard,12.0,0.875,3.0,1.0,1.0,6.0,21.0,8.0,11.9,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,-0.18,-0.12,0.78,0.84,0.88,0.77,0.82,0.79,0.84,0.05
95.244,R,hard,13.0,0.8928571428571429,3.0,1.0,1.0,6.0,21.0,8.0,10.2,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,-0.18,-0.12,0.78,0.84,0.88,0.77,0.82,0.79,0.84,0.05
95.465,R,hard,14.0,0.9107142857142857,3.0,1.0,1.0,6.0,21.0,8.0,8.5,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,-0.18,-0.12,0.78,0.84,0.88,0.77,0.82,0.79,0.84,0.05
95.211,R,hard,15.0,0.9285714285714286,3.0,1.0,1.0,6.0,21.0,8.0,6.8,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,-0.18,-0.12,0.78,0.84,0.88,0.77,0.82,0.79,0.84,0.05
95.462,R,hard,16.0,0.9464285714285714,3.0,1.0,1.0,6.0,21.0,8.0,5.1,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,-0.18,-0.12,0.78,0.84,0.88,0.77,0.82,0.79,0.84,0.05
95.257,R,hard,17.0,0.9642857142857143,3.0,1.0,1.0,6.0,21.0,8.0,3.4,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,-0.18,-0.12,0.78,0.84,0.88,0.77,0.82,0.79,0.84,0.05
95.232,R,hard,18.0,0.9821428571428571,3.0,1.0,1.0,6.0,21.0,8.0,1.7,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,-0.18,-0.12,0.78,0.84,0.88,0.77,0.82,0.79,0.84,0.05
95.681,R,hard,19.0,1.0,3.0,1.0,1.0,6.0,21.0,8.0,0.0,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,-0.18,-0.12,0.78,0.84,0.88,0.77,0.82,0.79,0.84,0.05
99.805,R,medium,2.0,0.03571428571428571,1.0,1.0,0.0,13.0,21.0,8.0,91.8,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
99.125,R,medium,3.0,0.05357142857142857,1.0,2.0,0.0,13.0,21.0,8.0,90.1,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
98.701,R,medium,4.0,0.07142857142857142,1.0,1.0,0.0,12.0,21.0,8.0,88.39999999999999,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
98.528,R,medium,5.0,0.08928571428571429,1.0,1.0,0.0,12.0,21.0,8.0,86.7,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
99.162,R,medium,6.0,0.10714285714285714,1.0,1.0,0.0,12.0,21.0,8.0,85.0,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
99.09,R,medium,7.0,0.125,1.0,1.0,0.0,12.0,21.0,8.0,83.3,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
99.374,R,medium,8.0,0.14285714285714285,1.0,1.0,0.0,12.0,21.0,8.0,81.6,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
99.38,R,medium,9.0,0.16071428571428573,1.0,1.0,0.0,12.0,21.0,8.0,79.89999999999999,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
97.84,R,hard,2.0,0.21428571428571427,2.0,1.0,1.0,17.0,21.0,8.0,74.8,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
98.231,R,hard,3.0,0.23214285714285715,2.0,1.0,1.0,16.0,21.0,8.0,73.1,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
99.145,R,hard,4.0,0.25,2.0,1.0,1.0,17.0,21.0,8.0,71.39999999999999,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
99.079,R,hard,5.0,0.26785714285714285,2.0,1.0,1.0,17.0,21.0,8.0,69.7,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
98.629,R,hard,6.0,0.2857142857142857,2.0,1.0,1.0,17.0,21.0,8.0,68.0,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
100.054,R,hard,7.0,0.30357142857142855,2.0,1.0,1.0,17.0,21.0,8.0,66.3,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
100.672,R,hard,8.0,0.32142857142857145,2.0,1.0,1.0,16.0,21.0,8.0,64.6,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
98.351,R,hard,9.0,0.3392857142857143,2.0,1.0,1.0,14.0,21.0,8.0,62.9,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
98.619,R,hard,10.0,0.35714285714285715,2.0,1.0,1.0,14.0,21.0,8.0,61.199999999999996,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
98.898,R,hard,11.0,0.375,2.0,1.0,1.0,13.0,21.0,8.0,59.5,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
99.014,R,hard,12.0,0.39285714285714285,2.0,1.0,1.0,14.0,21.0,8.0,57.8,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
98.775,R,hard,13.0,0.4107142857142857,2.0,1.0,1.0,14.0,21.0,8.0,56.1,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
98.561,R,hard,14.0,0.42857142857142855,2.0,1.0,1.0,14.0,21.0,8.0,54.4,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
98.373,R,hard,15.0,0.44642857142857145,2.0,1.0,1.0,14.0,21.0,8.0,52.699999999999996,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
98.169,R,hard,16.0,0.4642857142857143,2.0,1.0,1.0,14.0,21.0,8.0,51.0,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
98.009,R,hard,17.0,0.48214285714285715,2.0,1.0,1.0,13.0,21.0,8.0,49.3,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
98.073,R,hard,18.0,0.5,2.0,1.0,1.0,13.0,21.0,8.0,47.6,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
97.958,R,hard,19.0,0.5178571428571429,2.0,1.0,1.0,13.0,21.0,8.0,45.9,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
97.974,R,hard,20.0,0.5357142857142857,2.0,1.0,1.0,13.0,21.0,8.0,44.199999999999996,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
97.906,R,hard,21.0,0.5535714285714286,2.0,1.0,1.0,13.0,21.0,8.0,42.5,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
97.836,R,hard,22.0,0.5714285714285714,2.0,1.0,1.0,13.0,21.0,8.0,40.8,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
97.905,R,hard,23.0,0.5892857142857143,2.0,1.0,1.0,13.0,21.0,8.0,39.1,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
97.868,R,hard,24.0,0.6071428571428571,2.0,1.0,1.0,12.0,21.0,8.0,37.4,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
97.441,R,hard,25.0,0.625,2.0,1.0,1.0,12.0,21.0,8.0,35.699999999999996,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
97.366,R,hard,26.0,0.6428571428571429,2.0,1.0,1.0,11.0,21.0,8.0,34.0,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
97.412,R,hard,27.0,0.6607142857142857,2.0,1.0,1.0,10.0,21.0,8.0,32.3,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
98.247,R,hard,28.0,0.6785714285714286,2.0,1.0,1.0,10.0,21.0,8.0,30.599999999999998,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
98.248,R,hard,29.0,0.6964285714285714,2.0,1.0,1.0,10.0,21.0,8.0,28.9,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
99.021,R,hard,30.0,0.7142857142857143,2.0,1.0,1.0,11.0,21.0,8.0,27.2,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
97.241,R,hard,31.0,0.7321428571428571,2.0,1.0,1.0,11.0,21.0,8.0,25.5,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
97.175,R,hard,32.0,0.75,2.0,1.0,1.0,11.0,21.0,8.0,23.8,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
97.015,R,hard,33.0,0.7678571428571429,2.0,1.0,1.0,11.0,21.0,8.0,22.099999999999998,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
96.993,R,hard,34.0,0.7857142857142857,2.0,1.0,1.0,11.0,21.0,8.0,20.4,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
96.881,R,hard,35.0,0.8035714285714286,2.0,1.0,1.0,11.0,21.0,8.0,18.7,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
96.888,R,hard,36.0,0.8214285714285714,2.0,1.0,1.0,11.0,21.0,8.0,17.0,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
96.596,R,hard,37.0,0.8392857142857143,2.0,1.0,1.0,11.0,21.0,8.0,15.299999999999999,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
96.551,R,hard,38.0,0.8571428571428571,2.0,1.0,1.0,11.0,21.0,8.0,13.6,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
96.425,R,hard,39.0,0.875,2.0,1.0,1.0,11.0,21.0,8.0,11.9,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
96.784,R,hard,40.0,0.8928571428571429,2.0,1.0,1.0,11.0,21.0,8.0,10.2,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
96.52,R,hard,41.0,0.9107142857142857,2.0,1.0,1.0,11.0,21.0,8.0,8.5,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
96.556,R,hard,42.0,0.9285714285714286,2.0,1.0,1.0,11.0,21.0,8.0,6.8,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
97.22,R,hard,43.0,0.9464285714285714,2.0,1.0,1.0,11.0,21.0,8.0,5.1,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
97.275,R,hard,44.0,0.9642857142857143,2.0,1.0,1.0,11.0,21.0,8.0,3.4,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
96.805,R,hard,45.0,0.9821428571428571,2.0,1.0,1.0,11.0,21.0,8.0,1.7,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
96.85,R,hard,46.0,1.0,2.0,1.0,1.0,11.0,21.0,8.0,0.0,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,0.27,0.23,0.8,0.75,0.75,0.72,0.77,0.73,0.8,0.08
93.305,Q,soft,2.0,0.03571428571428571,1.0,1.0,1.0,10.0,21.0,8.0,6.116479999999999,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,-0.42,-0.35,0.82,0.91,0.84,0.81,0.85,0.83,0.87,0.09
92.95,Q,soft,5.0,0.08928571428571429,2.0,1.0,0.0,10.0,21.0,8.0,6.116479999999999,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,-0.42,-0.35,0.82,0.91,0.84,0.81,0.85,0.83,0.87,0.09
92.443,Q,soft,2.0,0.14285714285714285,3.0,1.0,1.0,10.0,21.0,8.0,6.116479999999999,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,-0.42,-0.35,0.82,0.91,0.84,0.81,0.85,0.83,0.87,0.09
92.322,Q,soft,2.0,0.19642857142857142,4.0,1.0,1.0,10.0,21.0,8.0,6.116479999999999,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,-0.42,-0.35,0.82,0.91,0.84,0.81,0.85,0.83,0.87,0.09
92.064,Q,soft,2.0,0.25,5.0,1.0,1.0,10.0,21.0,8.0,6.116479999999999,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,-0.42,-0.35,0.82,0.91,0.84,0.81,0.85,0.83,0.87,0.09
93.262,Q,soft,2.0,0.03571428571428571,1.0,1.0,1.0,10.0,21.0,8.0,6.116479999999999,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,-0.42,-0.35,0.82,0.91,0.84,0.81,0.85,0.83,0.87,0.09
92.523,Q,soft,5.0,0.08928571428571429,2.0,1.0,0.0,10.0,21.0,8.0,6.116479999999999,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,-0.42,-0.35,0.82,0.91,0.84,0.81,0.85,0.83,0.87,0.09
117.937,Q,soft,2.0,0.14285714285714285,3.0,1.0,1.0,10.0,21.0,8.0,6.116479999999999,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,-0.42,-0.35,0.82,0.91,0.84,0.81,0.85,0.83,0.87,0.09
92.286,Q,soft,2.0,0.21428571428571427,5.0,1.0,1.0,10.0,21.0,8.0,6.116479999999999,0.0,5.451,16.0,2.0,56.0,0.029,1.7,0.66,0.42,0.24,0.71,0.72,0.63,0.6,0.74,21.0,-0.42,-0.35,0.82,0.91,0.84,0.81,0.85,0.83,0.87,0.09
